236,Medical Missions Foundation,info@mmfworld.org,http://mmfworld.org/,N,N,N,Y,Y,N
237,Medical Missions Outreach,mmo@medical-outreach.com,http://www.medical-outreach.com/what-we-do,N,N,N,Y,N,N
238,"Medical Teams International, Inc. (MTI)",info@medicalteams.org,www.medicalteams.org,N,N,N,N,Y,Y
239,MedSend,http://www.medsend.org/about/contact,http://www.medsend.org/news/give-hope-20141201100025,N,Y,N,N,Y,N
240,Mending Faces,Drmimiwong@gmail.com,http://mendingfaces.org/,Y,N,N,Y,Y,N
241,Mending Kids International,helen@mendingkids.org,http://www.mendingkids.org/index.php,Y,N,N,Y,Y,N
242,MERCY Malaysia,mercy.org.my,http://www.mercy.org.my/0910060503%C2%BBHealthcare.aspx,N,N,N,Y,Y,N
243,Mercy Medical Center Cambodia,partnersofmmc@gmail.com,http://mercymedcambodia.org/,N,Y,N,N,Y,N
244,Mercy Ships,msca@mercyships.ca,http://www.mercyships.org/,Y,N,Y,Y,Y,Y
245,Mexican Medical Ministries,info@mexicanmedical.com,http://www.mexicanmedical.com/index.php,N,Y,N,Y,Y,N
246,"MIMA Foundation, Inc. (Medical International Missionary Aid)",mariakatalina@msn.com,http://www.mimafoundation.com/,N,N,N,Y,Y,N
247,"Mission of Hope, Haiti",http://www.mohhaiti.org/contact_us#.VMhEo0fF-VA,http://www.mohhaiti.org/projects/6#.VMhHMkfF-VA,N,Y,N,Y,Y,N
248,Mobility Outreach International,info@MobilityOi.org,http://mobilityoi.org/programs-2/surgical-outreach/,N,N,N,Y,Y,N
249,mPower Approach,info@mpowerapproach.org,http://www.mpowerapproach.org/mpower-store/modulesmedical/,N,N,N,Y,Y,N
250,"Mseleni Hospital (KwaZulu Natal, South Africa)",victor@mseleni.co.za,http://www.mseleni.co.za/mselenihospital/home.htm,N,Y,N,N,Y,N
251,MSI Professional Services,hqinfo@msips.org,http://www.msips.org/msips-portal/content.do?path=/ourWorks/medical,N,N,N,Y,Y,N
252,Mukinge Hospital,http://mukinge.org/contact-us.html,http://www.webmissions.org/mukinge/,N,Y,N,N,Y,N
253,Muslim Hands International,mail@muslimhands.org.uk,http://muslimhands.org.uk/,N,N,N,Y,Y,Y
254,Myungsung Christian Medical Center,msmcmet@gmail.com,http://www.mcmet.org/,N,Y,N,N,Y,N
255,Nazarene Health Ministries of PNG,doktascott@gmail.com,http://nazpng.org/hospital/2014/08/16/update-from-dr-jim/,N,Y,N,N,Y,N
256,Nepal Cleft Lip and Palate Surgery Project (ADRA),info@adra.ca,http://www.adra.org/site/Search?query=surgery,Y,Y,N,N,Y,N
257,Nepal Plastic Surgical Team,info@nepalplasticsurgery.com,http://www.nepalplasticsurgery.com/index.php?pname=about_us,N,Y,N,N,Y,N
258,New Covenant World Ministries- Hospital Shalom,Info@NewCovenantWorldMissions.org,http://www.newcovenantworldmissions.org/Hospital-Shalom.html,N,Y,N,N,Y,N
259,Northern Cleft Foundation,smiles@northerncleftfoundation.co.uk,http://www.northerncleftfoundation.co.uk/how-we-change-lives/,Y,N,N,Y,Y,N
260,Northwest Haiti Christian Mission,info@nwhcm.org,http://nwhcm.org/recent-news/announcing-nwhcm-2013-travel-dates,N,N,N,Y,Y,N
261,Omnimed,ejoneil@omnimed.org ,http://www.omnimed.org/programs/belize/,N,N,N,Y,Y,N
262,Ona Network Inc.,jenn.o.truong@gmail.com,http://www.onanetwork.org/,Y,Y,N,N,Y,N
263,One By One,info@fightfistula.org,http://www.fightfistula.org/,Y,Y,N,N,Y,N
264,"Open Heart International, The Sydney Adventist Hospital",enquiries@sah.org.au,https://www.ohi.org.au,Y,Y,N,Y,Y,N
265,Open Hearts Haiti,info@openheartshaiti.org,http://www.openheartshaiti.org/,Y,N,N,Y,Y,N
266,Operation Cleft,info@operationcleft.org.au,http://operationcleft.org.au/,Y,N,N,Y,Y,N
267,Operation Eyesight Universal,info@operationeyesight.com,http://www.operationeyesight.com/page.aspx?pid=370,Y,Y,N,N,Y,N
268,Operation Fistula,http://www.opfistula.org/about-us/contact-us/,http://www.opfistula.org/,Y,Y,N,N,Y,N
269,Operation Hernia,chris.oppong@operationhernia.org.uk,http://www.operationhernia.org.uk/,Y,N,N,Y,Y,N
270,Operation of Hope,jennifer@operationofhope.org,http://www.operationofhope.org,Y,Y,N,Y,Y,N
271,Operation Rainbow,michelle@operationrainbow.org,http://www.operationrainbow.org,Y,N,N,Y,Y,N
272,Operation Smile,http://www.operationsmile.org/about_us/contact-us/,http://www.operationsmile.org/,Y,N,N,Y,Y,N
273,Operation Walk,info@amd3.org,http://www.operationwalkpgh.org/,Y,N,N,Y,Y,N
274,Ophthalmologists Without Borders,osf@wanadoo.fr,http://www.opht-sans-frontieres.org/,Y,Y,N,N,Y,N
275,Overseas Medical Assistance Team,http://www.omatmission.org/content/omat-contact-form,http://www.omatmission.org,N,N,N,Y,Y,N
276,Overseas Plastic Surgery Appeal,opsacharity@gmail.com ,http://www.opsacharity.org.uk/wordpress/,Y,N,N,Y,Y,N
277,Palestine Children's Relief Fund (PCRF),anna@pcrf.net,www.pcrf.net,N,Y,N,Y,Y,Y
278,Palmetto Medical Initiative ,info@palmettomedical.org,http://www.palmettomedical.org/our-work/uganda/,N,Y,N,N,Y,N
279,Pan-African Academy of Christian Surgeons,Contact form only,http://paacs.net/,Y,Y,N,N,Y,N
280,Partner for Surgery,info@partnerforsurgery.org ,http://partnerforsurgery.org/wp-content/uploads/2014/10/Third-Quarter-2014-newsletter-Sept-15.pdf,Y,N,N,Y,Y,N
281,Partners In Compassionate Care,http://pccsudan.org/wordpress/contact-us/,http://pccsudan.org/wordpress/wp-content/uploads/2013/05/2013-Spring-Newsletter.pdf,N,Y,N,Y,Y,N
282,Partners in Health (PIH),info@pih.org,http://www.pih.org,N,Y,N,N,Y,N
283,Partnership in Mission - Diocese of Joliet Medical Mission,hbills@dioceseofjoliet.org,http://www.paxjoliet.org/missions/,N,Y,N,Y,Y,N
284,"Patan Hospital (Kathmandu, Nepal)",pahs@pahs.edu.np,http://www.pahs.edu.np/,N,Y,N,N,Y,N
285,PAZ-Holandesa,info@pazholandesa.com,http://www.pazholandesa.com,N,Y,N,N,Y,N
286,Peruvian American Medical Society,PAMS1USA@gmail.com,http://www.pamsweb.org/en/,N,Y,N,Y,Y,N
287,Physicians for Peace,Contact form only,http://physiciansforpeace.org/,N,N,N,Y,Y,N
288,Pivot Works,http://pivotworks.org/contact-us/,http://pivotworks.org/what-we-do/clinical/,N,Y,N,N,Y,N
289,Positive Sight,blinabad1@bsnl.in ,http://www.bpaindia.org/positivesight.php,Y,Y,N,N,Y,N
290,Possible (Nyaya) Health,answers@possiblehealth.org,http://possiblehealth.org/,Y,Y,N,N,Y,N
291,PREDISAN-USA,groupcoordinator@predisan.org?,http://predisan.org/projects/,N,Y,N,N,Y,N
292,Preemptive Love Organization,Contact form only,http://www.preemptivelove.org/,Y,N,N,Y,Y,N
293,Pro Health International,u.onoriobe@prohealthinternational.org,http://www.prohealthinternational.info/index.html,N,N,N,Y,Y,N
294,Project Harar,Smile@projectharar.org,http://www.projectharar.org/where-we-work/where-we-work,Y,N,N,Y,Y,N
295,Project HOPE,N/A,http://www.projecthope.org/,N,N,Y,Y,Y,N
296,Project Medishare,CRedlich@med.miami.edu,http://www.projectmedishare.org,N,N,N,Y,Y,N
297,"Project ORBIS International, Inc. (ORBIS)",info@orbis.org,http://can.orbis.org/,Y,N,Y,Y,Y,N
298,Promise for Haiti,promise@promiseforhaiti.org,http://www.promiseforhaiti.org/index.php?option=com_content&view=article&id=57&Itemid=114,N,Y,N,N,Y,N
299,RAO hospital,care@raohospital.com,http://www.raohospital.com/,N,Y,N,N,Y,N
300,Refugee Relief International (RRI),info@refugeerelief.org,http://www.refugeerelief.org/,Y,N,N,Y,Y,Y
301,Remote Area Medical,ram@ramusa.org,http://www.ramusa.org/,N,N,N,Y,Y,N
302,"Resources Exchange International, REI-Vietnam",info@reivietnam.org,http://reivietnam.org/,N,N,N,Y,Y,N
303,Restoration Gateway,info@restorationgateway.org,http://restorationgateway.org/features/medical-2,N,Y,N,N,Y,N
304,ReSurge International (formerly Interplast),info@resurge.org,http://www.resurge.org/home/home.cfm,Y,N,N,Y,Y,N
305,RoseCharities,contact@rosecharities.org,http://rosecharities.org/,N,Y,N,Y,Y,Y
306,Rostros Felices,N/A,http://www.juntadebeneficencia.org.ec/en/home/2367-fundacion-rostros-felices-realizara-cirugias-plasticas-reconstructivas-gratuitas-en-manabi,Y,N,N,Y,Y,N
307,Rotaplast International,donna-lee@rotaplast.org,http://www.rotaplast.org/,Y,N,N,Y,Y,N
308,Royal Australasian College of Surgeons,college.sec@surgeons.org,http://www.surgeons.org/,Y,N,N,Y,Y,N
309,Ruben J Williams Foundation,contactus@rjwfoundation.org,http://rjwfoundation.org/,Y,N,N,Y,Y,N
310,RuralHealthCARE India,rhcf2009@gmail.com,http://www.ruralhealthcarefoundation.com,N,Y,N,N,Y,N
311,Sahaita Inc.,sahaita@gmail.com,http://www.sahaita.org/our-projects/medical-health-camps,N,N,N,Y,Y,N
312,Salud y Paz,http://www.saludypaz.org/contact/,http://www.saludypaz.org/,N,Y,N,N,Y,N
313,Samaritan's Purse,http://www.samaritanspurse.org/our-ministry/contact-us/,http://www.samaritanspurse.org/,N,Y,N,Y,Y,Y
314,Sankara Eye Foundation,info@giftofvision.org,http://www.giftofvision.org/,Y,Y,N,N,Y,N
315,Sankara Netralaya Teleophthalmology Project (SNTOP),information@snmail.org,http://www.sankaranethralaya.org/index.html,Y,Y,N,N,Y,N
316,Santiago Corazon,http://www.santiagocorazon.org/sitio/contactenos.php?c=218,http://www.santiagocorazon.org/intro_en_us.html,N,Y,N,N,Y,N
317,Save a Child's Heart,sach@saveachildsheart.org,http://www.saveachildsheart.org/,Y,N,N,Y,Y,N
318,Save a Heart Mission,cjtroconis@aol.com,http://www.saveaheartmission.com/,Y,Y,N,N,Y,N
319,Scalpel at the Cross,contact@scalpelatthecross.ca,http://scalpelatthecross.org/,Y,Y,N,Y,Y,N
320,Scheer Memorial Hospital,scheerhospital@gmail.com,http://www.scheermemorialhospital.org/,N,Y,N,Y,Y,N
321,Second Sight,LucyMathen@Secondsight.org.uk,http://secondsight.org.uk/New/Pages/Organisation.shtml,Y,N,N,Y,Y,N
322,Selian Lutheran Hospital,N/A,http://selianlh.habari.co.tz/,N,Y,N,N,Y,N
323,SEVA Foundation,http://www.seva.org/site/Survey?SURVEY_ID=1920&ACTION_REQUIRED=URI_ACTION_USER_REQUESTS,http://www.seva.org/site/PageServer,Y,Y,N,Y,Y,N
324,Sight Savers International,info@sightsavers.org ,http://www.sightsavers.net/,N,Y,N,N,Y,N
325,SIM USA,simusa.info@sim.org,http://www.sim.org/sim.html,N,Y,N,Y,Y,N
326,Sitagu International Missionary Trust,kyawmyintoo44@yahoo.co.uk,www.simt.org.uk,Y,Y,N,N,Y,N
327,Small World Foundation,info@smallworld.org,http://www.smallworld.org,N,N,Y,Y,Y,N
328,Smile Train,info@smiletrain.org,http://www.smiletrain.org ,Y,Y,N,N,Y,N
329,Smiles International Foundation,DrJeffMoses@yahoo.com,http://www.smilesinternationalfoundation.org,Y,N,N,Y,Y,N
330,Society for International Humanitarian Surgeons (Surgeons Overseas - SOS),reinou@humanitariansurgery.org,http://www.humanitariansurgery.org,Y,Y,N,N,Y,N
331,Society of Philippine Surgeons in America,BZamora@spsatoday.com,http://www.spsatoday.com/,Y,N,N,Y,Y,N
332,Soddo Christian Hospital,info@soddo.org,http://www.soddo.org/our-mission/,N,Y,N,N,Y,N
333,Solid Rock International,https://www.solidrockinternational.org/contact-us/,https://www.solidrockinternational.org/programs/ccsi-clinic/,N,Y,N,Y,Y,N
334,Solidarity Among People (AISPO),aispo@hsr.it,http://www.aispo.org/,N,N,N,Y,Y,Y
335,Solidarity Bridge,solidaritybridge.info@gmail.com,http://www.solidaritybridge.org/#sbhome,Y,N,N,Y,Y,N
336,St Mary's Hospital (PNG),N/A,http://www.vsa.org.nz/what-we-re-doing/melanesia/papua-new-guinea/st-mary-s-hospital/,N,Y,N,N,Y,N
337,St. Boniface Haiti Foundation,info@SBHFhaiti.org,http://haitihealth.org/,N,Y,N,Y,Y,N
338,Surgeons of Hope,info@surgeonsofhope.org ,http://surgeonsofhope.org/page/WhoWeAre,Y,N,N,Y,Y,N
339,Surgical & Medical Assistance Relief Teams ,http://teresasearcy.wix.com/smart#!contact,http://teresasearcy.wix.com/smart,N,N,N,Y,Y,N
340,Surgical Eye Expeditions (SEE) International,info@seeintl.org,http://www.seeintl.org,Y,N,N,Y,N,N
341,Surgical Friends Foundation,info@surgicalfriends,www.surgicalfriends.org,Y,N,N,Y,Y,N
342,Surgical Implant Generation Network,info@signfracturecare.org,http://signfracturecare.org/,Y,N,N,Y,Y,Y
343,Surgical Relief Teams,leap@leap-foundation.org ,http://www.leap-foundation.org/about/disaster-relief/,Y,N,N,Y,Y,Y
344,Surgical Society KE,info@sskenya.org,https://www.sskenya.org,Y,N,N,Y,Y,N
345,Surgical Volunteers International,tflood1431@gmail.com,http://www.surgicalvolunteers.org/,Y,N,N,Y,Y,N
346,Surgicorps International,info@surgicorps.org,http://surgicorps.org/,Y,N,N,Y,Y,N
347,Syria Relief & Development,info@SyriaReliefandDevelopment.org,http://syriareliefanddevelopment.org/,N,Y,N,N,Y,Y
348,TEAM (The Evangelical Alliance Mission),N/A,https://team.org/,N,Y,N,Y,Y,N
349,"Team Heart, Inc.",http://www.teamheart.org/contact/,http://www.teamheart.org/,Y,N,N,Y,Y,N
350,Tenwek Hospital/World Gospel Missions,wgm@wgm.org,http://www.wgm.org/tenwek-hospital,N,Y,N,N,Y,N
351,Terre des hommes Foundation Child Relief,info@terredeshommes.org,http://www.tdh.ch/en,N,Y,N,Y,Y,Y
352,The Al Hasan Foundation,info@alhasanfoundation.com,http://www.alhasanfoundation.com/,Y,N,N,Y,Y,N
353,The Benevolent Eye Service Trust,myaneye11@gmail.com,http://theeyetrust.org/,Y,Y,N,N,Y,N
354,The Cardiac Children Heart Foundation of Thailand,N/A,http://www.doctordek.com/,Y,Y,N,N,Y,N
355,The Christian Health Service Corps,info@healthservicecorps.org ,http://www.healthservicecorps.org/,N,Y,N,N,Y,N
356,The Cornerstone Foundation- Hospital Loma de Luz,cornerstone@crstone.org,http://www.crstone.org/departments/,N,Y,N,N,Y,N
357,The Fred Hollows Foundation (UK),fhfuk@hollows.org,http://www.hollows.org.au/,Y,Y,N,N,Y,N
358,The Leprosy Mission International,friends@tlmint.org,http://www.leprosymission.org/,N,Y,N,Y,Y,N
359,The Luke Commission,info@lukecommission.org,http://www.lukecommission.org/News-Stories/Field-News/articleType/ArticleView/articleId/313/Nowhere-Else-to-Go--Try-The-Luke-Commission,N,N,Y,N,Y,N
360,The Luke Society,office@lukesociety.org,http://www.lukesociety.org/content/moyobamba-peru#.VMfjmEfF-VA,N,Y,N,N,Y,N
361,The Nasreen and Alam Sher Foundation,http://www.sherfoundation.org/contact-us.html,http://sherfoundation.org ,N,N,N,Y,Y,N
362,The Plasticos Foundation,info@plasticosfoundation.org,https://plasticosblog.wordpress.com/,Y,N,N,Y,Y,N
363,Thousand Smiles Foundation,information@thousandsmiles.org,http://www.thousandsmiles.org/volunteer/,Y,N,N,Y,Y,N
364,Three-Strands,http://www.three-strands.org/contact/,http://www.three-strands.org/what-we-do/,N,Y,N,Y,Y,N
365,Trinity Care Foundation,support@trinitycarefoundation.org,http://trinitycarefoundation.org/,N,Y,N,N,Y,N
366,Tzu Chi Medical Association (TIMA) Free Clinic,info@us.tzuchi.org,http://www.tzuchi.org,N,Y,N,Y,Y,N
367,Uganda Childbirth Injury Fund,brian@yealand.demon.co.uk,http://www.ugandavillageproject.org/,Y,Y,N,Y,Y,N
368,Unite For Sight,lmccormick@uniteforsight.org,http://www.uniteforsight.org/,Y,Y,N,Y,Y,N
369,United Methodist Fellowship of Health Care Volunteers (UMF/HCV),boeroger@cableone.net,http://www.umcmission.org/,N,Y,N,Y,Y,N
370,United Methodist Volunteers in Mission,sejinfo@umvim.org,http://umvim.org/,N,N,N,Y,N,N
371,United Mission to Nepal- Tansen Hospital,tansen@umn.org.np,http://www.tansenhospital.org.np/,N,Y,N,N,Y,N
372,Uplift Internationale,info@upliftinternationale.org,http://www.upliftinternationale.org/,Y,N,N,Y,Y,N
373,UVA-Cedimat Cardiac Charity,sl9pc@virginia.edu,http://www.medicine.virginia.edu/clinical/departments/medicine/divisions/cardiology/seminars/service-opps/overview,Y,N,N,Y,Y,N
374,Vellore Christian Medical College Board (USA) Inc.,usafoundation@vellorecmc.org,http://www.vellorecmc.org,N,Y,N,N,Y,N
375,Vina Capital Foundation,http://vinacapitalfoundation.org/get-involved/contact/,http://vinacapitalfoundation.org/,N,Y,N,Y,Y,N
376,VisionQuest,info@visionquest-intl.org,http://www.visionquest-intl.org/,Y,Y,N,Y,Y,N
377,Volunteers in Medical Missions,missions@vimm.org,http://www.vimm.org,N,N,N,Y,Y,N
378,Walter Sisulu Paediatric Cardiac Foundation,wspcca@netcare.co.za,http://wspcf.wordpress.com/,Y,Y,N,N,Y,N
379,WE Serv Mission for the Poor,brendayonzon@weserv.org,http://www.weserv.org/,N,N,N,Y,N,N
380,West Africa Fistula Center Foundation,info@welbodipartnership.org,http://www.westafricafistulafoundation.org/,Y,N,N,Y,Y,N
381,Willing and Abel,info@willingandabel.org.uk,http://www.willingandabel.org.uk/,Y,N,N,Y,N,N
382,Women and Health Alliance International,info@waha-international.org,http://waha-international.org/,Y,N,N,Y,Y,N
383,Women Orthopaedist Global Outreach,info@wogo.org,http://www.wogo.org/,Y,N,N,Y,N,N
384,World Children’s Initiative,info@wciprojects.org,http://www.worldchildrensinitiative.org/,N,Y,N,Y,Y,N
385,World Craniofacial Foundation,sue@worldcf.org,https://www.worldcf.org/patient/len-len/,Y,N,N,Y,Y,N
386,World Pediatric Project,ldavis@worldpediatricproject.org,http://www.worldpediatricproject.org/,N,N,N,Y,Y,N
387,World Surgical Foundation ,info@worldsurgicalfoundation.org,http://www.worldsurgicalfoundation.org/,Y,N,N,Y,Y,N
388,World Walk Foundation,globalpod@aol.ca,http://worldwalkfoundation.org,N,N,N,N,Y,N
389,WorldVenture,Info@WorldVenture.com,http://www.worldventure.com,N,Y,N,Y,Y,N
390,Worldwide Fistula Fund,info@wffund.org,http://worldwidefistulafund.org/,Y,Y,N,N,Y,N
391,20/20/20,info@20x20x20.org,http://20x20x20.org/what-we-do/how-we-work/,Y,N,N,N,Y,N
392,Fistula Care Plus/Engender Health,fistulacare@engenderhealth.org,http://www.fistulacare.org/pages/index.php,Y,N,N,N,Y,N
393,Humanity First USA,info@us.humanityfirst.org,http://usa.humanityfirst.org/index.php?option=com_content&view=article&id=268:gos-2014&catid=1&Itemid=19,N,N,N,Y,Y,N
394,Hope For Bangladesh ,hopefoundation.usoffice@gmail.com,http://www.hopeforbangladesh.org/,N,Y,N,N,Y,N
395,Hernia Repair,http://herniahelp.org/connect/,http://herniahelp.org/#mission,Y,N,N,Y,Y,N
396,IMPACT Foundation UK,impact@impact.org.uk,http://t.co/hJ1AInmL2Q,N,Y,Y,Y,Y,N
397,IOWD Inc.,info@iowd.org,http://www.iowd.org/,Y,N,N,Y,Y,N
398,ISHI Global,info@ishiglobal.org,http://www.ishiglobal.org/,Y,N,N,Y,N,Y
399,Madaktari Africa,http://www.madaktari.org/contact/,http://www.madaktari.org/vision/,N,N,N,Y,Y,N
400,Mission: Restore,info@missionrestore.org ,http://missionrestore.org/missions/,Y,N,N,Y,Y,N
401,The Panzi Foundation,INFO@PANZIFOUNDATION.ORG,http://t.co/LABWLpJdgW,N,Y,N,N,N,Y
402,Tropical Health Education Trust (THET),info@thet.org     ,http://www.thet.org/news/strengthening-emergency-and-essential-surgical-care-and-anaesthesia-through-health-partnerships,N,N,N,Y,Y,N
403,Women for Women,info@womenforwomen-ipras.org,http://www.womenforwomen-ipras.org/?q=node/10,Y,N,N,Y,Y,N

